bloque,ticker,period_end,concepto,investing,nuestro,ratio,desvio_rel
balance,COME,2025-12-31,Revenue,655953.91,655953.911,1.0000000015244972,1.5244972487200044e-09
balance,COME,2024-12-31,GrossProfit,67290.09,63111.07,0.9378954612781764,0.06210453872182363
balance,COME,2025-12-31,GrossProfit,65286.35,80050.055,1.2261376995344355,0.22613769953443552
balance,COME,2024-12-31,OperatingIncome,-10969.87,-61815.104,5.634989658036057,4.634989658036056
balance,COME,2025-12-31,OperatingIncome,-10157.88,-19055.527,1.875935431408916,0.875935431408916
balance,COME,2024-12-31,NetIncome,86375.74,66420.457,0.7689712064984913,0.23102879350150873
balance,COME,2025-12-31,NetIncome,-58200.18,-57789.441,0.9929426506928329,0.007057349307167116
balance,CVH,2024-12-31,Assets,14472829.0,11001872.0,0.7601742548053321,0.23982574519466787
balance,CVH,2025-12-31,Assets,16723652.0,2.805414,1.677512782495115e-07,0.9999998322487217
balance,CVH,2024-12-31,AssetsCurrent,1070314.0,813625.0,0.7601741171282446,0.23982588287175538
balance,CVH,2025-12-31,AssetsCurrent,1930666.0,0.096854,5.016610848277227e-08,0.9999999498338916
balance,CVH,2024-12-31,Liabilities,7121887.0,5413866.0,0.7601729710117557,0.23982702898824426
balance,CVH,2025-12-31,Liabilities,9652286.0,0.01304,1.3509753026381521e-09,0.9999999986490247
balance,CVH,2024-12-31,LiabilitiesCurrent,2585336.0,1965308.0,0.7601750797575247,0.23982492024247526
balance,CVH,2025-12-31,LiabilitiesCurrent,3851342.0,0.01304,3.3858327824431065e-09,0.9999999966141672
balance,CVH,2024-12-31,Equity,7350942.0,2187326.0,0.2975572382423912,0.7024427617576088
balance,CVH,2025-12-31,Equity,7071366.0,2.792374,3.948846658481544e-07,0.9999996051153341
balance,CVH,2024-12-31,Cash,428394.0,325654.0,0.760174045388124,0.23982595461187597
balance,CVH,2025-12-31,Cash,483785.0,0.014735,3.0457744659301136e-08,0.9999999695422553
balance,CVH,2024-12-31,Revenue,5442958.0,4137596.0,0.760174155303054,0.23982584469694604
balance,CVH,2025-12-31,Revenue,8328814.0,8.328814,1e-06,0.999999
balance,CVH,2024-12-31,GrossProfit,2629771.0,2359850.0,0.8973595039263875,0.10264049607361249
balance,CVH,2025-12-31,GrossProfit,4310781.0,5.048571,1.1711499609931473e-06,0.999998828850039
balance,CVH,2024-12-31,OperatingIncome,-191414.0,-155680.0,0.8133156404442726,0.18668435955572737
balance,CVH,2025-12-31,OperatingIncome,520259.0,-0.005219,-1.0031541981974363e-08,1.000000010031542
balance,CVH,2024-12-31,NetIncome,509233.0,1024708.0,2.012257650230837,1.0122576502308374
balance,CVH,2025-12-31,NetIncome,-81050.0,-0.063047,7.778778531770513e-07,0.9999992221221468
balance,MIRG,2024-12-31,Assets,1629553.0,1238745.0,0.7601747227613953,0.2398252772386047
balance,MIRG,2025-12-31,Assets,1842350.0,1842350.0,1.0,0.0
balance,MIRG,2024-12-31,AssetsCurrent,1141551.0,867778.0,0.7601745344710836,0.23982546552891637
balance,MIRG,2025-12-31,AssetsCurrent,1312529.0,1312529.0,1.0,0.0
balance,MIRG,2024-12-31,Liabilities,1238118.0,941185.0,0.7601739091104402,0.2398260908895598
balance,MIRG,2025-12-31,Liabilities,1431274.0,1431274.0,1.0,0.0
balance,MIRG,2024-12-31,LiabilitiesCurrent,1145918.0,871097.0,0.7601739391474782,0.23982606085252173
balance,MIRG,2025-12-31,LiabilitiesCurrent,1385552.0,1385552.0,1.0,0.0
balance,MIRG,2024-12-31,Equity,391435.0,297560.0,0.7601772963582715,0.2398227036417285
balance,MIRG,2025-12-31,Equity,411076.0,411076.0,1.0,0.0
balance,MIRG,2024-12-31,Cash,29779.0,40691.0,1.3664327210450318,0.3664327210450317
balance,MIRG,2025-12-31,Cash,11511.0,35093.0,3.048649118234732,2.048649118234732
balance,MIRG,2024-12-31,Revenue,2033932.0,1729450.0,0.8502988300493822,0.14970116995061783
balance,MIRG,2025-12-31,Revenue,2502021.0,2728204.0,1.0904001205425533,0.0904001205425534
balance,MIRG,2024-12-31,GrossProfit,217771.0,374196.0,1.7183004164925542,0.718300416492554
balance,MIRG,2025-12-31,GrossProfit,357185.0,613136.0,1.7165782437672354,0.7165782437672354
balance,MIRG,2024-12-31,OperatingIncome,119867.0,494784.0,4.127774950570215,3.1277749505702155
balance,MIRG,2025-12-31,OperatingIncome,259548.0,159189.0,0.6133316380785057,0.3866683619214943
balance,MIRG,2024-12-31,NetIncome,268624.0,203724.0,0.7583983560664721,0.2416016439335279
balance,MIRG,2025-12-31,NetIncome,12579.0,12538.0,0.996740599411718,0.0032594005882820576
balance,CELU,2024-05-31,Assets,491091.86,342275.191,0.6969677546681389,0.3030322453318611
balance,CELU,2025-05-31,Assets,325845.7,325845.695,0.9999999846553138,1.534468616482161e-08
balance,CELU,2024-05-31,AssetsCurrent,155107.82,108105.151,0.6969677673246906,0.3030322326753094
balance,CELU,2025-05-31,AssetsCurrent,100692.95,100692.948,0.9999999801376364,1.9862363682179298e-08
balance,CELU,2024-05-31,Liabilities,341534.76,238038.711,0.696967743488247,0.303032256511753
balance,CELU,2025-05-31,Liabilities,349620.31,349620.305,0.9999999856987714,1.4301228680498033e-08
balance,CELU,2024-05-31,LiabilitiesCurrent,168596.5,117506.32,0.6969677306468403,0.30303226935315974
balance,CELU,2025-05-31,LiabilitiesCurrent,308851.58,308851.581,1.0000000032378011,3.23780111239771e-09
balance,CELU,2024-05-31,Equity,149557.11,104236.48,0.6969677335968849,0.30303226640311515
balance,CELU,2025-05-31,Equity,-23774.61,-23774.61,1.0,0.0
balance,CELU,2024-05-31,Cash,21227.63,14794.972,0.6969676784454977,0.3030323215545024
balance,CELU,2025-05-31,Cash,1698.36,1698.364,1.0000023552132646,2.355213264639291e-06
balance,CELU,2024-05-31,Revenue,464722.43,323896.546,0.6969677491142401,0.30303225088575997
balance,CELU,2025-05-31,Revenue,258637.93,258637.932,1.000000007732818,7.732817872782276e-09
balance,CELU,2024-05-31,GrossProfit,124223.76,105270.913,0.8474297751090452,0.1525702248909548
balance,CELU,2025-05-31,GrossProfit,-38831.16,15688.861,-0.4040276159661468,1.404027615966147
balance,CELU,2024-05-31,OperatingIncome,61320.03,39307.215,0.6410175435334914,0.3589824564665086
balance,CELU,2025-05-31,OperatingIncome,-110913.54,-115286.499,1.039426737258589,0.039426737258589015
balance,CELU,2024-05-31,NetIncome,396.77,309.891,0.7810343523955945,0.21896564760440548
balance,CELU,2025-05-31,NetIncome,-133152.23,-133303.829,1.0011385389489909,0.0011385389489908461
balance,CTIO,2024-12-31,Assets,1668198.0,1268121.0,0.7601741519891524,0.23982584801084764
